Temperature (Celsius),Lighting Power (kWh/day),Climate Control Power (kWh/day),Cooking Power (kWh/day),Entertainment Power (kWh/day),Kitchen Appliances Power (kWh/day),Cleaning Power (kWh/day),Charging Power (kWh/day),Miscellaneous Power (kWh/day),Household Energy (kWh)
26.851329288386196,0.3355351153623154,3.690811976835592,6.575967026268742,2.2713598412484894,5.537798678544754,1.1551978189155498,1.4685090555000517,4.611101051312127,14.363502971184062
30.419009473783582,0.32228091916479984,4.186725588765489,8.44345863439989,2.6304604671875964,2.2067045347361636,1.7470901129245173,1.4058377083849427,2.864122168187741,28.767857660247905
33.729458358764084,0.915629122468933,2.001871595169996,8.081287438321272,4.345463269409811,7.106761943483704,4.32498322035977,0.28193297746037954,3.76209622326238,23.299848545285126
32.32224886409561,0.3245915798645555,3.4994963984279956,3.2311992375501895,2.0300197372695146,5.291813673484691,4.0670734253533425,1.85288756932102,2.462217340876645,19.966462104925917
33.0656114786145,0.3447547535157679,3.2869839325749948,3.1939957579317912,4.4134235816547704,2.1004271848986797,2.4025707658285875,1.1800971840979573,3.335155598940972,8.900466011060914
31.587833667107173,0.7834584361761673,4.331321507153085,4.145394941959307,0.8966049393951117,7.736366402368448,2.50724251109685,0.7910784901578,2.032591718395034,8.899863008405067
31.922765645178526,0.504765858205486,4.624348241925042,4.888597810728298,3.995592967438838,4.6285582433472445,3.134217734214318,1.5374233086410827,1.8552155890345041,6.452090304204987
33.49195651565319,0.799039501259663,1.0486270859095472,5.267644651267861,4.313964348746314,1.510289163101585,1.0009640187405382,0.5889943709631047,3.1020340377628117,26.654403644373378
27.49668008859186,0.15882954180794673,3.6960796762351706,7.437577734666762,1.3181794377680243,5.38783033090547,1.9649773441521114,1.417668690388009,2.7415835338279115,20.02787529358022
29.894249636431404,0.5388140743060459,1.207343196478916,2.4534434573266832,2.436559395674902,2.772392349089672,1.8329272344328578,0.17545129438726972,3.1079136611749147,22.70181444490114
27.212094418196024,0.13025224016495437,3.1954346603094237,2.277381633808531,1.2447489859864502,6.625854163141117,2.001931786999054,1.6948752714576167,1.7899726157916034,5.514612357395061
34.87668007996647,0.15638788310981908,2.150530916174713,5.135284503551272,3.67971858047398,6.724754514963334,4.223623370133765,0.9515246093405051,2.1513102431764786,29.24774630404986
34.440593396866134,0.9157937080099698,2.227106398088565,7.577309537103844,2.9090649562774553,7.852631490982633,2.1186954261857727,1.3097165372800894,0.8775408228300918,25.811066020010543
25.394268113685058,0.22532083400583566,2.4118340138094263,3.5474827436518606,3.3589550601874447,4.513086717171526,1.7660852882005926,0.520351857632699,0.7352436752249257,10.308477766956905
32.05575172515688,0.5791786140476954,3.4851697961984405,7.132035850050014,1.3841913513029502,4.18469815809416,3.017053843172126,1.386440054051051,1.6405570835285732,9.545624180177516
34.25248317415666,0.4699860423406359,2.336199862675077,4.078625103522396,1.4528563792358877,6.274329238125365,4.462580145490928,1.5672565241972256,0.834110866987456,9.585112746335845
26.805753451273336,0.41260899363295844,3.9307962023611216,9.08868887050813,0.6867379647945786,1.9272945943934858,1.9653988153499995,0.9991050550803575,0.9669861888563331,12.606056073988443
30.679452305526294,0.9098500111185452,2.6181095422954788,9.165519554132931,1.9493039083807837,4.828408596551869,1.3141449711711948,1.2736811557174093,4.158177824272717,18.11891079080595
34.15488297588042,0.11964105709794055,1.2734128012398345,4.378297634250612,3.0188509760015374,4.823733200915957,2.425618943398659,0.9670192552625572,0.6749316365751019,15.798625466052894
25.33945978585799,0.6974107175580302,4.135039369936429,3.839950031705924,4.3607071129879795,1.6263118596727106,3.9906072982599112,1.7987736015899065,3.4652425727063423,12.280728504951048
31.9742026724684,0.9670549907921954,2.143033298370824,5.29043177652985,3.5011735135640634,3.925888598548395,3.2027621787791785,1.0459514429772063,1.7265098696693024,20.296322368059485
27.973490073725507,0.6041513651156577,2.7310675183970505,3.9242526814411898,2.4592834552988814,6.972993589970414,4.26717347829739,1.699436547154756,4.421955563186569,8.487346516301045
34.24396195376531,0.9431402158297827,3.741775532887606,7.379070746333629,4.78904051477362,6.993075353962622,4.838368590436936,1.6225689107134724,2.682465280598748,12.303616213380455
34.71058245165368,0.1470320913574214,2.329824628594848,8.608517476386284,3.7366034025912436,1.694663654437767,4.170649907006468,0.8799591605618774,1.8750940669752159,14.159046082342293
34.44266489113434,0.47691398716674527,1.2263426245868625,7.384737047289736,4.685743412881475,1.6350461792348159,3.4152123153750136,0.5371605345292025,2.8293752106024552,16.4017496054259
29.742142166574638,0.334142011865846,2.4956841880512544,8.594803577994796,2.8741458797247454,2.838868339013547,2.973366352209522,0.8715560518635648,2.2188110857037096,24.62939903482534
33.620426509893136,0.7577388684826568,4.777794330777214,5.175937297659793,1.6650692365691282,7.1233624378779545,1.1602763453930667,1.6698130139729184,3.039354791014236,9.991844553958995
33.4454939853507,0.983167381447522,3.5669375891942328,3.250535765670887,0.7377200886412489,1.9023180955144925,4.9372879152561655,0.5325018180568455,1.015397907468567,17.85586096034029
28.191004732432557,0.33087705619982305,3.6859165946688277,7.903607579180737,3.7673818316773273,6.039977618392124,2.53392449030017,1.0964290571297237,4.98645726265648,19.810364221551062
33.28915474150678,0.688757141326667,3.5291286145505594,4.883796041132431,1.0458634910249036,1.7081593372917225,1.6089128556674672,1.6315838211254203,2.415001449635229,6.161260317999943
25.370076347154928,0.27828786948376616,1.7959685558377472,7.37016660183306,1.8624880772238523,5.361964976234778,3.666835421585827,0.7716072027439197,2.067037878683159,20.18862129753596
30.96269878482053,0.6087972291144489,2.6733354564091205,4.165151535854125,2.8961190854775385,3.4924710938340136,2.1371531563818373,1.3201983103051251,3.695944317423192,9.263103092182288
27.30008837287703,0.5175392380195026,4.0037591934532735,2.6498370784533813,3.0398746450088647,6.522397740761069,3.3431130837241905,0.5666999906927476,2.137547329228996,6.6262898246319875
26.20566885777279,0.9748047966683834,1.4054915902126366,9.940654363902107,3.2026243864421122,2.635833141777545,3.347071631378365,0.3076309461995038,4.249734372629409,28.72213843133333
25.769532016292093,0.6476745454268199,2.111411104358849,3.2496120634447943,1.2481489865736528,5.474412805729719,2.7829192836114767,1.609330027676427,2.5442182596219136,29.140800826863984
31.9628877587814,0.4145557348781369,2.1052764338634145,9.907367951707847,2.2088183216974193,2.6497777420311945,4.3444744621801705,0.28804038447654295,3.7380128596944573,25.209933702911528
28.398749637680663,0.20268620639914003,2.728075710378024,9.81823946053158,3.27737402202635,5.995621981785076,2.059868246221772,0.6156246506512106,0.9835394739884895,12.615344229334267
32.24766771528761,0.23612214586144112,4.92147496376874,8.350544831264317,4.864184890852031,7.115746241925241,2.7945303664709367,1.7247079017951363,4.307536334998003,7.441802850159597
25.653563407989424,0.3027852369561116,1.2700101867352878,7.275383696655981,3.774340119648599,1.8876125938873203,3.150768514363886,0.7582916454494676,3.8107309405014944,22.105825662803923
28.152903378306103,0.3258699952062682,3.07480397752238,6.622456402008678,4.65171690692281,7.066169820168525,3.6544988830691985,1.9487861640769062,1.4527255030788455,16.003812343490033
30.394912923753374,0.865554452057024,1.7174587280488418,8.928812363022677,3.929954262413797,5.155026780900085,4.135887402022358,1.9614952360703335,1.15378704385604,8.05095587111947
32.90723164838963,0.6051005094542724,4.8827061816389765,4.3155161729559035,3.162726360015802,1.8897734360691678,2.5792291315130242,0.6097244388617576,1.9233155692653097,17.379422752781757
28.1875250293207,0.5710518202369298,1.4532140189098568,5.741449699879016,1.3641051611135504,3.992792987517984,3.584187776386384,0.17785862227479188,4.892317637143569,5.85971302788046
31.258913764370092,0.20329198468229573,2.614404009446365,6.955119754932015,3.5000854335163085,2.126022054395685,1.6024438122740765,1.4396202399902203,1.655742085551764,27.73301005196955
33.85977748236187,0.8741257240144915,3.9515399393384247,5.289523806955929,3.305208046819582,5.902435222065987,4.730592402169915,0.956874355031853,2.5525724402598495,11.469499540000424
31.158631881823045,0.7505328728876354,3.818217712109781,5.419891632722144,3.211111267057699,6.312076940925648,2.532235225684014,0.29143040352319494,0.6350910157280134,21.56305710884955
27.329594747536337,0.16090152571000144,2.690914547575729,4.642277340016675,2.7040364059470834,1.7405756419095928,3.9180856879057537,1.4442933560582814,2.2875238830480464,12.792776902235275
25.24400781556538,0.7370515875067918,2.386096671810873,6.513854533476288,2.87895471795174,4.54297896886251,1.0813643275287106,0.15923232731265033,3.0709400694489624,18.00170052944527
33.7009887390093,0.5891843956083814,2.5904495142114823,8.804596224120928,2.0049913720314683,6.70237539218142,1.820748571619228,1.7533737119352601,4.789060756285843,18.66775698358199
25.21269410850387,0.17355281117210042,2.057105052634557,3.6122270240505028,2.836907116890364,7.553141290856976,2.948330177294312,0.3634398053152771,2.8253122022302897,9.621361388138176
33.74701672684199,0.5124705773757908,1.8213317548271992,9.475464310027531,1.3890015755531522,4.59462506719239,4.513009870929386,0.3418925696187775,4.185982967799595,29.239615694113965
30.28937134027212,0.5362266584170423,2.93215879023556,7.512701229985837,4.123284788121696,7.6519545652798495,3.1090205998027085,0.4337773661403106,2.9620743915600527,24.378320584027865
34.39067698512896,0.2491970861469482,2.0741350242704293,8.586185701440241,1.3359962961441851,4.749822793192209,4.719481929175516,1.9245060811349264,0.6835325604598315,28.487473539104727
32.98783235773665,0.9511283323002541,2.1498466595890005,6.449525541040093,0.8823483045025988,3.759333462199356,2.9351875863311854,1.4170217844823074,1.917537238353983,27.37068376069122
34.979341105333376,0.8649778343325958,3.6270242538982282,8.236133611392507,2.4631071186072084,6.937421899870269,2.9617963869437998,1.6226059173809098,3.0899727852399645,19.94749947027713
28.5071181545171,0.7021201035961975,4.874149326799569,2.1296031787157377,3.462383477777278,4.450878973206623,1.4789871540021275,0.8555064728922307,4.777672846690059,28.046855875577922
32.67188288931127,0.5160660049005465,3.4145488022375003,8.547043398236282,2.469725712200936,4.303317573951661,4.210624976608879,0.7389941822594155,4.36608661888055,7.2123125512979875
